IndivID,Name,Source,gwasID,Site,Year,Date,Block,position_X,position_Y,edge,InitLeafLen,Bolting,Score,Holes,Mines,Ps,Pa,Pp,Lc,Px,Pr_e,Pr_l,Ar,Tni,Syrphinae_l,Cv,Fi,Fo,Bh,Er,Mp,Mp_w,Le,Le_w,Bb,Bb_w,Mummy,Al,Cs,leaf_hopper
137,Cen-0,CS1067,8275,ZH,2019,20190710,1,28,4,0,32,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,Sq-1,CS22600,6966,ZH,2019,20190710,1,28,6,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,Lisse,CS6033,8430,ZH,2019,20190710,1,28,8,0,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,Ra-0,CS22632,6958,ZH,2019,20190710,1,28,10,1,33,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,Jm-0,CS1259,8313,ZH,2019,20190710,1,29,1,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
142,An-1,CS22626,6898,ZH,2019,20190710,1,29,3,0,31,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,Yo-0,CS22624,6983,ZH,2019,20190710,1,29,5,0,33,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,Tsu-1,CS22641,6972,ZH,2019,20190710,1,29,7,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,Lillo-1,CS77039,8242,ZH,2019,20190710,1,29,9,0,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,Liarum,CS77038,8241,ZH,2019,20190710,1,30,2,0,23,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,LL-0,CS22650,6933,ZH,2019,20190710,1,30,4,0,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,Hov4-1,CS76936,8306,ZH,2019,20190710,1,30,6,0,23,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,En-1,CS76841,8290,ZH,2019,20190710,1,30,8,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,Tu-0,CS1567,8395,ZH,2019,20190710,1,30,10,1,31,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,RRS-7,CS22564,7514,ZH,2019,20190710,1,31,1,1,33,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,NFA-10,CS22599,6943,ZH,2019,20190710,1,31,3,0,24,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,DraII-1,CS76813,8284,ZH,2019,20190710,1,31,5,0,31,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,Zu-1,CS78881,7418,ZH,2019,20190710,1,31,7,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,Bur-0,CS22656,5719,ZH,2019,20190710,1,31,9,0,27,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,Kz-9,CS22607,6931,ZH,2019,20190710,1,32,2,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
157,Lund,CS77060,8335,ZH,2019,20190710,1,32,4,0,22,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
158,Sanna-2,CS77234,8376,ZH,2019,20190710,1,32,6,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,Pa-1,CS1439,8353,ZH,2019,20190710,1,32,8,0,36,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,Kn-0,CS6762,7186,ZH,2019,20190710,1,32,10,1,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,Lp2-2,CS22594,7520,ZH,2019,20190710,1,33,1,1,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
162,Alc-0,CS1656,6988,ZH,2019,20190710,1,33,3,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,Kyoto,CS76535,7207,ZH,2019,20190710,1,33,5,0,26,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
164,Zdr-1,CS22588,6984,ZH,2019,20190710,1,33,7,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,Eds-1,CS76834,6016,ZH,2019,20190710,1,33,9,0,35,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,PHW-2,CS6002,8243,ZH,2019,20190710,1,34,2,0,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,Var2-1,CS22580,7516,ZH,2019,20190710,1,34,4,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,Cvi-0,CS22614,6911,ZH,2019,20190710,1,34,6,0,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,Var2-6,CS22581,7517,ZH,2019,20190710,1,34,8,0,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,Rev-1,CS77214,8369,ZH,2019,20190710,1,34,10,1,26,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,Ler(gl1-1),CS64,1,ZH,2019,20190710,1,35,1,1,28,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,Nd-1,CS22619,6942,ZH,2019,20190710,1,35,3,0,31,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,Wil-2,CS6889,7413,ZH,2019,20190710,1,35,5,0,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
174,Li-2:1,CS6772,7223,ZH,2019,20190710,1,35,7,0,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,St-0,CS1535,8387,ZH,2019,20190710,1,35,9,0,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,CIBC-17,CS22603,6907,ZH,2019,20190710,1,36,2,0,33,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,Algutsrum,CS76657,8230,ZH,2019,20190710,1,36,4,0,28,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,Kelsterbach-4,CS6041,8420,ZH,2019,20190710,1,36,6,0,33,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
179,Lov-5,CS77050,6046,ZH,2019,20190710,1,36,8,0,23,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
180,Hod,CS76924,8235,ZH,2019,20190710,1,36,10,1,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,Er-0,CS1143,7125,ZH,2019,20190710,1,37,1,1,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
182,Rak-2,CS1485,8365,ZH,2019,20190710,1,37,3,0,11,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
183,Rsch-4,CS1494,8374,ZH,2019,20190710,1,37,5,0,35,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
184,Koln,CS76976,8239,ZH,2019,20190710,1,37,7,0,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,Spr1-2,CS22582,6964,ZH,2019,20190710,1,37,9,0,23,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,PHW-34,CS6034,8244,ZH,2019,20190710,1,38,2,0,18,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
187,Pna-10,CS22571,7526,ZH,2019,20190710,1,38,4,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,Tsu-0,CS6874,7373,ZH,2019,20190710,1,38,6,0,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
189,Got-7,CS22608,6921,ZH,2019,20190710,1,38,8,0,28,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,Zdr-6,CS22589,6985,ZH,2019,20190710,1,38,10,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
191,Gd-1,CS1185,8296,ZH,2019,20190710,1,39,1,1,36,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
192,Lom1-1,CS77048,6042,ZH,2019,20190710,1,39,3,0,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,Bor-1,CS22590,5837,ZH,2019,20190710,1,39,5,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
194,HSm,CS76941,8236,ZH,2019,20190710,1,39,7,0,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
195,Kz-13,CS22445,6830,ZH,2019,20190710,1,39,9,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,Ge-0,CS1187,8297,ZH,2019,20190710,1,40,2,1,39,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
197,Seattle-0,CS6187,8245,ZH,2019,20190710,1,40,4,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
198,Kent,CS76967,8238,ZH,2019,20190710,1,40,6,1,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,Vimmerby,CS78845,8249,ZH,2019,20190710,1,40,8,1,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
200,Eden-2,CS22573,6913,ZH,2019,20190710,1,40,10,1,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201,Mir-0,CS1379,8337,ZH,2019,20190710,2,1,1,1,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202,HR-5,CS22596,6924,ZH,2019,20190710,2,1,3,1,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
203,Bor-4,CS22591,6903,ZH,2019,20190710,2,1,5,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
204,Lu-1,CS1353,8334,ZH,2019,20190710,2,1,7,1,37,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205,Gul1-2,CS76896,8234,ZH,2019,20190710,2,1,9,1,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,Dem-4,CS76794,8233,ZH,2019,20190710,2,2,2,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207,Cen-0,CS1067,8275,ZH,2019,20190710,2,2,4,0,31,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208,Ra-0,CS22632,6958,ZH,2019,20190710,2,2,6,0,36,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,Wt-5,CS22637,6982,ZH,2019,20190710,2,2,8,0,33,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,Rmx-A02,CS22568,7524,ZH,2019,20190710,2,2,10,1,40,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,Kn-0,CS6762,7186,ZH,2019,20190710,2,3,1,1,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212,Sq-1,CS22600,6966,ZH,2019,20190710,2,3,3,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213,Kent,CS76967,8238,ZH,2019,20190710,2,3,5,0,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214,Ba1-2,CS76676,8256,ZH,2019,20190710,2,3,7,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215,Lp2-2,CS22594,7520,ZH,2019,20190710,2,3,9,0,20,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216,Ge-0,CS1187,8297,ZH,2019,20190710,2,4,2,0,42,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,Bor-1,CS22590,5837,ZH,2019,20190710,2,4,4,0,36,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218,Gu-0,CS22617,6922,ZH,2019,20190710,2,4,6,0,32,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219,Rubezhnoe-1,CS927,7323,ZH,2019,20190710,2,4,8,0,32,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,Got-7,CS22608,6921,ZH,2019,20190710,2,4,10,1,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,Est-1,CS22629,6916,ZH,2019,20190710,2,5,1,1,26,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222,Lip-0,CS1337,8325,ZH,2019,20190710,2,5,3,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,Is-0,CS1241,8312,ZH,2019,20190710,2,5,5,0,39,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224,NC-6,CS77124,8246,ZH,2019,20190710,2,5,7,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
225,PHW-2,CS6002,8243,ZH,2019,20190710,2,5,9,0,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
226,RRS-10,CS22565,7515,ZH,2019,20190710,2,6,2,0,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,Bs-1,CS997,8270,ZH,2019,20190710,2,6,4,0,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Eden-2,CS22573,6913,ZH,2019,20190710,2,6,6,0,28,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,H55,CS923,7461,ZH,2019,20190710,2,6,8,0,28,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,Col(gl1-2),CS3126,2,ZH,2019,20190710,2,6,10,1,26,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,St-0,CS1535,8387,ZH,2019,20190710,2,7,1,1,37,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Lom1-1,CS77048,6042,ZH,2019,20190710,2,7,3,0,27,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
233,Hod,CS76924,8235,ZH,2019,20190710,2,7,5,0,24,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,Hovdala-2,CS76937,6039,ZH,2019,20190710,2,7,7,0,29,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,Rsch-4,CS1494,8374,ZH,2019,20190710,2,7,9,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
236,PHW-34,CS6034,8244,ZH,2019,20190710,2,8,2,0,19,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
237,Liarum,CS77038,8241,ZH,2019,20190710,2,8,4,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Bla-1,CS971,7015,ZH,2019,20190710,2,8,6,0,35,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,Vinslov,CS78847,9057,ZH,2019,20190710,2,8,8,0,27,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Rak-2,CS1485,8365,ZH,2019,20190710,2,8,10,1,35,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
241,CIBC-17,CS22603,6907,ZH,2019,20190710,2,9,1,1,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,Per-1,CS1445,8354,ZH,2019,20190710,2,9,3,0,22,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,N13,CS22491,7438,ZH,2019,20190710,2,9,5,0,26,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Uk-3,CS1577,10022,ZH,2019,20190710,2,9,7,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
245,HR-10,CS22597,6923,ZH,2019,20190710,2,9,9,0,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Edi-0,CS22657,6914,ZH,2019,20190710,2,10,2,0,34,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,Kin-0,CS22654,6926,ZH,2019,20190710,2,10,4,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,Gd-1,CS1185,8296,ZH,2019,20190710,2,10,6,0,33,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Kavlinge-1,CS76964,8237,ZH,2019,20190710,2,10,8,0,27,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Na-1,CS1385,8343,ZH,2019,20190710,2,10,10,1,31,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,Bil-5,CS22578,6900,ZH,2019,20190710,2,11,1,1,22,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Wa-1,CS22644,6978,ZH,2019,20190710,2,11,3,0,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,Ga-0,CS22634,6919,ZH,2019,20190710,2,11,5,0,21,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,Ang-0,CS949,6992,ZH,2019,20190710,2,11,7,0,32,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Var2-6,CS22581,7517,ZH,2019,20190710,2,11,9,0,12,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Vastervik,CS78834,9058,ZH,2019,20190710,2,12,2,0,23,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Sf-1,CS6855,7327,ZH,2019,20190710,2,12,4,0,39,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
258,In-0,CS1239,8311,ZH,2019,20190710,2,12,6,0,40,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,Eden-1,CS22572,6009,ZH,2019,20190710,2,12,8,0,36,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,Eds-1,CS76834,6016,ZH,2019,20190710,2,12,10,1,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Stw-0,CS1539,8388,ZH,2019,20190710,2,13,1,1,NA,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Mz-0,CS22636,6940,ZH,2019,20190710,2,13,3,0,20,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Lz-0,CS22615,6936,ZH,2019,20190710,2,13,5,0,38,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Vimmerby,CS78845,8249,ZH,2019,20190710,2,13,7,0,5,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
265,Kni-1,CS76970,6040,ZH,2019,20190710,2,13,9,0,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
266,Ws-0,CS22623,6980,ZH,2019,20190710,2,14,2,0,27,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,Bro1-6,CS76726,8231,ZH,2019,20190710,2,14,4,0,31,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Zu-0,CS78880,7417,ZH,2019,20190710,2,14,6,0,19,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
269,LL-0,CS22650,6933,ZH,2019,20190710,2,14,8,0,39,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
270,Se-0,CS22646,6961,ZH,2019,20190710,2,14,10,1,40,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,Ct-1,CS22639,6910,ZH,2019,20190710,2,15,1,1,28,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
272,Lov-1,CS77049,6043,ZH,2019,20190710,2,15,3,0,25,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,Ws-2,CS22659,6981,ZH,2019,20190710,2,15,5,0,35,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,HSm,CS76941,8236,ZH,2019,20190710,2,15,7,0,26,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Kondara,CS22651,6929,ZH,2019,20190710,2,15,9,0,32,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,NFA-10,CS22599,6943,ZH,2019,20190710,2,16,2,0,26,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
277,Or-1,CS77150,6074,ZH,2019,20190710,2,16,4,0,23,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
278,Kno-10,CS22566,6927,ZH,2019,20190710,2,16,6,0,30,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
279,Sq-8,CS22601,6967,ZH,2019,20190710,2,16,8,0,41,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
